Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Average
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717678.388,,,,,,,,,,1717678.388,,,,,,,,,,1717678.388,,,,,,,1717678.388
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.837036,,,,,,,,,,1023.837036,,,,,,,,,,1023.837036,,,,,,,1023.837036
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896762.062,,,,,,,,,,1896762.062,,,,,,,,,,1896762.062,,,,,,,1896762.062
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75475.57527,,,,,,,,,,75475.57527,,,,,,,,,,75475.57527,,,,,,,75475.57527
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103608.0987,,,,,,,,,,103608.0987,,,,,,,,,,103608.0987,,,,,,,103608.0987
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179083.674,,,,,,,,,,179083.674,,,,,,,,,,179083.674,,,,,,,179083.674
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222688.2344,,,,,,,,,,222688.2344,,,,,,,,,,222688.2344,,,,,,,222688.2344
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42076.82813,,,,,,,,,,42076.82813,,,,,,,,,,42076.82813,,,,,,,42076.82813
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69242.76563,,,,,,,,,,69242.76563,,,,,,,,,,69242.76563,,,,,,,69242.76563
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12429.91504,,,,,,,,,,12429.91504,,,,,,,,,,12429.91504,,,,,,,12429.91504
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5638.355957,,,,,,,,,,5638.355957,,,,,,,,,,5638.355957,,,,,,,5638.355957
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.8645325,,,,,,,,,,241.8645325,,,,,,,,,,241.8645325,,,,,,,241.8645325
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6399.019531,,,,,,,,,,6399.019531,,,,,,,,,,6399.019531,,,,,,,6399.019531
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73540.88281,,,,,,,,,,73540.88281,,,,,,,,,,73540.88281,,,,,,,73540.88281
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.631592,,,,,,,,,,3000.631592,,,,,,,,,,3000.631592,,,,,,,3000.631592
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108678.2422,,,,,,,,,,108678.2422,,,,,,,,,,108678.2422,,,,,,,108678.2422
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.973877,,,,,,,,,,3383.973877,,,,,,,,,,3383.973877,,,,,,,3383.973877
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4187.614746,,,,,,,,,,4187.614746,,,,,,,,,,4187.614746,,,,,,,4187.614746
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.643230915,,,,,,,,,,3.643230915,,,,,,,,,,3.643230915,,,,,,,3.643230915
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343.61377,,,,,,,,,,2343.61377,,,,,,,,,,2343.61377,,,,,,,2343.61377
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21922.01563,,,,,,,,,,21922.01563,,,,,,,,,,21922.01563,,,,,,,21922.01563
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942.298828,,,,,,,,,,3942.298828,,,,,,,,,,3942.298828,,,,,,,3942.298828
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.75415,,,,,,,,,,1018.75415,,,,,,,,,,1018.75415,,,,,,,1018.75415
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962553.0635,,,,,,,,,,962553.0635,,,,,,,,,,962553.0635,,,,,,,962553.0635
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462259.612,,,,,,,,,,462259.612,,,,,,,,,,462259.612,,,,,,,462259.612
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432696.2613,,,,,,,,,,432696.2613,,,,,,,,,,432696.2613,,,,,,,432696.2613
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442624.7006,,,,,,,,,,442624.7006,,,,,,,,,,442624.7006,,,,,,,442624.7006
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278.516846,,,,,,,,,,3278.516846,,,,,,,,,,3278.516846,,,,,,,3278.516846
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71899.03828,,,,,,,,,,71899.03828,,,,,,,,,,71899.03828,,,,,,,71899.03828
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317.423828,,,,,,,,,,2317.423828,,,,,,,,,,2317.423828,,,,,,,2317.423828
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.2752991,,,,,,,,,,434.2752991,,,,,,,,,,434.2752991,,,,,,,434.2752991
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10082.89258,,,,,,,,,,10082.89258,,,,,,,,,,10082.89258,,,,,,,10082.89258
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610.856445,,,,,,,,,,4610.856445,,,,,,,,,,4610.856445,,,,,,,4610.856445
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855851.226,,,,,,,,,,1855851.226,,,,,,,,,,1855851.226,,,,,,,1855851.226
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39718.36179,,,,,,,,,,39718.36179,,,,,,,,,,39718.36179,,,,,,,39718.36179
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505195.9581,,,,,,,,,,505195.9581,,,,,,,,,,505195.9581,,,,,,,505195.9581
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.083374,,,,,,,,,,801.083374,,,,,,,,,,801.083374,,,,,,,801.083374
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.72437096,,,,,,,,,,17.72437096,,,,,,,,,,17.72437096,,,,,,,17.72437096
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.351074,,,,,,,,,,2667.351074,,,,,,,,,,2667.351074,,,,,,,2667.351074
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.414795,,,,,,,,,,2272.414795,,,,,,,,,,2272.414795,,,,,,,2272.414795
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.103394,,,,,,,,,,1815.103394,,,,,,,,,,1815.103394,,,,,,,1815.103394
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15564.95215,,,,,,,,,,15564.95215,,,,,,,,,,15564.95215,,,,,,,15564.95215
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.42749,,,,,,,,,,2910.42749,,,,,,,,,,2910.42749,,,,,,,2910.42749
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.3409119,,,,,,,,,,293.3409119,,,,,,,,,,293.3409119,,,,,,,293.3409119
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,0
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.6014404,,,,,,,,,,771.6014404,,,,,,,,,,771.6014404,,,,,,,771.6014404
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.015869,,,,,,,,,,1276.015869,,,,,,,,,,1276.015869,,,,,,,1276.015869
